hogar,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional
96_1,Mujer,19,Día no laborable,0.0,0.0,0.0,4.8,1.8,4.8,0.0,12.8,0.0,0.0,0.0,4.8,1.8,4.8,0.0,12.8,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
97_1,Varon,19,Día laborable,5.3,0.0,0.0,0.0,2.0,2.8,0.0,15.5,5.3,0.0,0.0,0.0,1.3,2.8,0.0,14.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
98_1,Mujer,19,Día no laborable,0.0,1.8,0.0,6.3,5.0,2.0,0.0,10.0,0.0,1.6,0.0,6.3,4.5,2.0,0.0,9.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
99_1,Mujer,19,Día no laborable,0.0,0.6,0.0,6.4,6.8,2.2,0.0,9.8,0.0,0.6,0.0,6.4,5.9,2.2,0.0,9.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
100_1,Mujer,19,Día no laborable,0.0,1.4,0.0,9.3,1.9,0.8,0.0,12.5,0.0,1.4,0.0,9.3,1.0,0.8,0.0,11.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
101_1,Mujer,19,Día no laborable,0.0,1.5,0.0,0.0,10.3,3.5,0.0,9.8,0.0,1.5,0.0,0.0,9.8,3.5,0.0,9.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
102_1,Mujer,19,Día no laborable,0.0,1.6,0.0,2.5,5.8,1.3,0.0,14.8,0.0,1.6,0.0,2.5,4.8,1.3,0.0,13.8,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
103_1,Varon,19,Día no laborable,0.0,1.4,0.0,6.5,1.2,5.4,0.0,10.3,0.0,1.2,0.0,6.5,0.8,5.4,0.0,10.2,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
104_1,Varon,19,Día no laborable,0.0,2.2,0.0,11.2,1.3,0.5,0.0,10.2,0.0,1.8,0.0,11.2,0.7,0.5,0.0,9.9,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
105_1,Varon,19,Día no laborable,0.0,0.8,0.0,8.7,3.5,0.0,0.0,12.0,0.0,0.8,0.0,8.7,3.0,0.0,0.0,11.5,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
106_1,Varon,19,Día laborable,6.8,0.2,0.0,0.0,1.0,3.7,0.0,12.3,6.8,0.2,0.0,0.0,1.0,3.7,0.0,12.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
107_1,Varon,19,Día no laborable,0.0,1.0,0.0,7.5,5.5,3.0,0.0,9.0,0.0,0.5,0.0,7.5,4.5,3.0,0.0,8.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
108_1,Varon,19,Día no laborable,0.0,0.3,0.0,0.0,15.5,0.0,0.0,9.8,0.0,0.3,0.0,0.0,14.8,0.0,0.0,9.0,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
109_1,Mujer,19,Día no laborable,0.0,3.1,0.0,3.0,4.0,1.0,0.0,13.9,0.0,3.1,0.0,3.0,3.5,1.0,0.0,13.4,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
110_1,Mujer,19,Día no laborable,0.0,2.0,0.0,3.8,8.3,1.0,0.0,12.5,0.0,1.5,0.0,3.8,6.5,1.0,0.0,11.3,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
111_1,Mujer,19,Día no laborable,0.0,3.8,0.0,10.5,5.0,0.0,0.0,10.5,0.0,3.0,0.0,10.0,3.0,0.0,0.0,8.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
112_1,Varon,19,Día laborable,10.5,0.0,0.0,0.0,3.0,0.0,3.0,10.5,10.5,0.0,0.0,0.0,1.5,0.0,2.3,9.8,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
113_1,Varon,19,Día laborable,9.0,1.3,0.0,0.0,3.5,0.0,3.0,10.3,9.0,0.7,0.0,0.0,3.5,0.0,1.5,9.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
114_1,Varon,19,Día no laborable,0.0,3.0,0.0,0.0,11.4,0.0,0.0,10.8,0.0,2.8,0.0,0.0,10.8,0.0,0.0,10.5,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Desocupado
115_1,Mujer,19,Día no laborable,0.0,3.7,0.0,0.0,12.0,2.0,0.0,8.8,0.0,2.4,0.0,0.0,10.8,2.0,0.0,8.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
116_1,Mujer,19,Día laborable,10.3,0.2,0.0,0.0,3.5,0.3,0.0,9.8,10.3,0.2,0.0,0.0,3.5,0.3,0.0,9.8,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
117_1,Varon,20,Día no laborable,1.5,0.0,0.0,5.5,3.5,6.0,0.0,11.0,1.5,0.0,0.0,5.5,1.8,6.0,0.0,9.3,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
118_1,Varon,20,Día laborable,9.0,0.2,0.0,0.0,3.3,0.0,0.0,11.7,9.0,0.1,0.0,0.0,3.3,0.0,0.0,11.6,Día atípico,14-24,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado
119_1,Varon,20,Día no laborable,0.0,1.1,0.0,4.3,9.8,3.2,0.0,5.8,0.0,1.1,0.0,4.3,9.8,3.2,0.0,5.8,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Ocupado
120_1,Mujer,20,Día laborable,4.5,0.0,0.0,8.5,0.5,0.0,0.0,10.5,4.5,0.0,0.0,8.5,0.5,0.0,0.0,10.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
121_1,Varon,20,Día no laborable,0.0,0.5,0.0,8.0,2.0,3.0,0.0,11.5,0.0,0.5,0.0,8.0,1.5,3.0,0.0,11.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
122_1,Mujer,20,Día no laborable,0.0,0.5,0.0,12.4,1.3,0.8,0.0,9.7,0.0,0.5,0.0,12.4,0.9,0.8,0.0,9.3,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
123_1,Mujer,20,Día laborable,5.0,0.6,0.0,9.2,0.3,1.0,0.0,8.3,5.0,0.6,0.0,9.2,0.1,1.0,0.0,8.2,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
124_1,Varon,20,Día no laborable,0.0,1.3,0.0,15.3,3.8,1.3,0.0,2.9,0.0,1.3,0.0,15.3,3.5,1.3,0.0,2.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
125_1,Varon,20,Día no laborable,0.0,0.9,0.0,8.8,2.3,1.8,0.0,10.7,0.0,0.9,0.0,8.8,2.1,1.8,0.0,10.4,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Desocupado
126_1,Mujer,20,Día no laborable,0.0,1.0,0.0,12.5,1.0,1.0,0.0,9.5,0.0,0.8,0.0,12.5,0.5,1.0,0.0,9.3,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Desocupado
127_1,Varon,20,Día no laborable,0.0,1.1,0.0,5.5,7.5,1.0,0.0,11.5,0.0,0.9,0.0,5.5,6.2,1.0,0.0,10.4,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
128_1,Mujer,20,Día no laborable,0.0,1.3,0.0,10.8,3.0,0.5,0.0,8.8,0.0,1.3,0.0,10.6,3.0,0.5,0.0,8.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
129_1,Mujer,20,Día no laborable,0.0,0.5,0.0,8.0,7.0,0.0,0.0,10.5,0.0,0.3,0.0,8.0,6.0,0.0,0.0,9.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
130_1,Varon,20,Día no laborable,0.0,2.7,0.0,9.2,0.3,3.0,0.0,9.2,0.0,2.7,0.0,9.2,0.2,3.0,0.0,9.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo
131_1,Mujer,20,Día no laborable,0.0,3.0,0.0,0.0,7.5,3.8,0.0,17.0,0.0,2.3,0.0,0.0,3.5,3.8,0.0,14.4,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo
132_1,Mujer,20,Día no laborable,0.0,0.0,0.0,3.0,9.0,1.5,0.0,12.5,0.0,0.0,0.0,3.0,8.0,1.5,0.0,11.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
133_1,Mujer,20,Día no laborable,0.0,0.8,0.0,9.4,3.4,1.0,0.0,9.3,0.0,0.8,0.0,9.4,3.4,1.0,0.0,9.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
134_1,Varon,20,Día no laborable,0.0,0.2,0.0,0.0,10.3,2.0,0.0,13.3,0.0,0.2,0.0,0.0,9.4,2.0,0.0,12.4,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
135_1,Mujer,20,Día no laborable,0.0,0.3,0.0,8.7,3.8,0.0,0.0,12.2,0.0,0.3,0.0,8.7,3.3,0.0,0.0,11.7,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
136_1,Varon,20,Día no laborable,0.0,1.8,0.0,5.5,3.0,1.5,0.0,13.8,0.0,1.8,0.0,5.5,2.3,1.5,0.0,13.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
137_1,Mujer,20,Día no laborable,0.0,2.0,0.0,11.5,0.0,1.0,0.0,9.5,0.0,2.0,0.0,11.5,0.0,1.0,0.0,9.5,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
138_1,Mujer,20,Día no laborable,0.0,3.9,0.0,2.5,2.0,4.5,0.0,11.9,0.0,3.8,0.0,2.5,1.8,4.5,0.0,11.5,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Desocupado
139_1,Mujer,20,Día laborable,8.2,0.2,0.0,0.0,4.5,0.0,0.0,11.2,8.2,0.2,0.0,0.0,4.5,0.0,0.0,11.2,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Ocupado
140_1,Mujer,20,Día no laborable,0.0,2.9,0.0,2.3,6.9,2.1,10.7,12.4,0.0,1.8,0.0,1.6,2.6,2.1,5.4,10.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
141_1,Mujer,20,Día no laborable,0.0,3.0,0.0,9.3,2.5,0.0,0.0,10.7,0.0,2.6,0.0,9.3,1.8,0.0,0.0,10.3,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
142_1,Varon,20,Día no laborable,5.3,0.5,0.0,2.8,0.0,1.0,0.0,14.5,5.3,0.5,0.0,2.8,0.0,1.0,0.0,14.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
143_1,Mujer,20,Día no laborable,0.0,2.2,0.0,2.0,6.0,1.0,0.0,18.0,0.0,1.1,0.0,2.0,3.5,1.0,0.0,16.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
144_1,Varon,20,Día laborable,7.3,0.3,0.0,0.0,4.0,1.5,0.0,12.4,7.3,0.3,0.0,0.0,3.3,1.5,0.0,11.7,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
145_1,Mujer,20,Día no laborable,0.0,0.2,0.0,7.8,8.5,0.0,0.0,9.0,0.0,0.2,0.0,7.8,7.8,0.0,0.0,8.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
146_1,Mujer,20,Día laborable,8.0,0.3,0.0,6.2,0.3,0.0,0.0,9.6,8.0,0.3,0.0,6.2,0.2,0.0,0.0,9.4,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
146_2,Varon,18,Día laborable,8.2,0.2,0.0,4.8,0.8,0.1,0.0,10.8,8.2,0.2,0.0,4.8,0.4,0.1,0.0,10.5,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
147_1,Varon,20,Día no laborable,0.0,0.0,0.0,9.3,3.6,2.0,0.0,11.5,0.0,0.0,0.0,9.3,2.4,2.0,0.0,10.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
148_1,Varon,20,Día no laborable,0.0,1.2,0.0,10.5,1.0,1.5,0.0,10.8,0.0,1.2,0.0,10.5,0.5,1.5,0.0,10.3,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
149_1,Mujer,20,Día no laborable,0.0,2.0,0.0,0.0,1.5,1.0,0.0,21.0,0.0,2.0,0.0,0.0,0.8,1.0,0.0,20.3,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Desocupado
150_1,Mujer,20,Día no laborable,0.0,4.3,0.0,0.0,4.5,0.0,16.5,9.8,0.0,2.1,0.0,0.0,2.3,0.0,11.0,8.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
151_1,Mujer,20,Día laborable,9.8,2.2,0.0,1.5,0.0,1.0,0.0,11.8,9.3,1.2,0.0,1.3,0.0,1.0,0.0,11.2,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
152_1,Mujer,20,Día no laborable,0.0,1.2,0.0,0.0,12.0,0.5,0.0,14.2,0.0,0.7,0.0,0.0,10.1,0.5,0.0,12.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Desocupado
153_1,Mujer,20,Día laborable,3.0,2.9,0.0,0.0,8.7,0.0,3.7,15.6,3.0,1.7,0.0,0.0,3.3,0.0,1.2,14.8,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado
154_1,Varon,21,Día no laborable,0.0,0.0,0.0,0.0,0.0,8.5,0.0,15.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,15.5,Día atípico,14-24,Escuela especial,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
155_1,Varon,21,Día laborable,10.8,0.0,0.0,0.0,1.0,2.8,0.0,10.3,10.8,0.0,0.0,0.0,0.5,2.8,0.0,9.8,Día atípico,14-24,Secundario incompleto,Otro,Otro,5to quintil,Ocupado
156_1,Mujer,21,Día no laborable,0.0,1.5,0.0,0.0,15.5,1.5,11.5,12.7,0.0,0.5,0.0,0.0,7.6,1.5,5.1,9.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Desocupado
157_1,Mujer,21,Día no laborable,0.0,6.3,0.0,0.0,2.5,1.5,12.6,10.7,0.0,2.7,0.0,0.0,1.2,1.5,8.9,9.8,Día atípico,14-24,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
158_1,Mujer,21,Día no laborable,0.0,0.3,3.0,0.0,13.4,0.0,0.0,15.8,0.0,0.1,1.5,0.0,9.2,0.0,0.0,13.2,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
159_1,Mujer,21,Día laborable,8.0,0.3,0.0,5.8,1.0,0.3,0.0,9.6,8.0,0.3,0.0,5.8,0.5,0.3,0.0,9.1,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
160_1,Mujer,21,Día no laborable,0.0,0.7,0.0,0.0,5.8,2.0,0.0,15.5,0.0,0.7,0.0,0.0,5.8,2.0,0.0,15.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
161_1,Varon,21,Día no laborable,0.0,0.2,0.0,12.7,0.3,0.3,1.0,9.6,0.0,0.2,0.0,12.7,0.3,0.3,1.0,9.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
162_1,Mujer,21,Día no laborable,0.0,0.0,0.0,0.0,1.8,5.0,0.0,19.0,0.0,0.0,0.0,0.0,0.9,5.0,0.0,18.1,Día atípico,14-24,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
163_1,Mujer,21,Día laborable,4.5,0.5,0.0,6.5,0.0,0.5,0.0,12.0,4.5,0.5,0.0,6.5,0.0,0.5,0.0,12.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
164_1,Mujer,21,Día no laborable,0.0,2.8,0.0,1.3,7.0,0.6,0.0,12.3,0.0,2.8,0.0,1.3,7.0,0.6,0.0,12.3,Día atípico,14-24,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo
165_1,Mujer,21,Día no laborable,0.0,0.5,0.0,6.5,2.0,0.0,0.0,17.0,0.0,0.5,0.0,6.5,1.0,0.0,0.0,16.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
166_1,Mujer,21,Día no laborable,0.0,0.5,0.0,4.0,4.5,2.0,0.0,14.5,0.0,0.3,0.0,3.6,4.1,2.0,0.0,14.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
167_1,Mujer,21,Día no laborable,0.0,0.3,0.0,10.5,2.5,0.5,0.0,12.8,0.0,0.3,0.0,10.5,1.3,0.5,0.0,11.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Inactivo
168_1,Varon,21,Día laborable,7.7,0.5,0.0,5.3,0.5,1.7,0.0,9.7,7.7,0.5,0.0,5.3,0.3,1.7,0.0,8.6,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
169_1,Mujer,21,Día no laborable,0.0,0.5,0.0,6.3,2.0,5.2,0.0,12.3,0.0,0.4,0.0,6.0,1.3,5.2,0.0,11.2,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
170_1,Varon,21,Día no laborable,0.0,3.2,0.0,0.0,5.5,0.5,5.0,15.8,0.0,2.4,0.0,0.0,3.0,0.5,4.5,13.6,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Desocupado
171_1,Varon,21,Día no laborable,0.0,1.5,0.0,6.6,9.5,0.5,0.0,10.4,0.0,1.0,0.0,5.7,7.3,0.5,0.0,9.6,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
172_1,Varon,21,Día laborable,8.4,0.0,0.0,5.6,0.8,0.8,0.0,9.3,8.4,0.0,0.0,5.6,0.4,0.8,0.0,8.9,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
173_1,Mujer,21,Día no laborable,0.0,3.8,0.0,11.5,0.0,1.0,0.0,7.7,0.0,3.8,0.0,11.5,0.0,1.0,0.0,7.7,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo
174_1,Varon,21,Día laborable,11.0,1.1,0.0,0.0,2.5,1.5,0.0,10.4,11.0,0.6,0.0,0.0,1.3,1.5,0.0,9.7,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
175_1,Mujer,21,Día laborable,11.8,0.0,0.0,0.0,1.0,0.0,0.0,12.2,11.8,0.0,0.0,0.0,0.5,0.0,0.0,11.7,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
176_1,Varon,21,Día laborable,7.8,0.0,0.0,0.0,3.7,2.8,0.0,10.2,7.8,0.0,0.0,0.0,3.4,2.8,0.0,9.9,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado
177_1,Mujer,21,Día no laborable,0.0,0.5,0.0,0.0,12.5,1.0,0.0,12.5,0.0,0.3,0.0,0.0,11.3,1.0,0.0,11.5,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Ocupado
178_1,Mujer,21,Día no laborable,0.0,1.5,0.0,0.0,3.0,2.0,3.5,14.0,0.0,1.5,0.0,0.0,3.0,2.0,3.5,14.0,Día atípico,14-24,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
179_1,Varon,21,Día no laborable,0.0,4.8,0.0,0.0,6.0,3.0,0.0,11.5,0.0,3.8,0.0,0.0,5.8,3.0,0.0,11.5,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Desocupado
180_1,Varon,21,Día laborable,7.6,0.4,0.0,0.0,2.0,5.0,0.0,11.0,7.6,0.4,0.0,0.0,1.0,5.0,0.0,10.0,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado
181_1,Mujer,21,Día no laborable,0.0,1.8,5.0,0.0,4.2,2.8,0.0,13.7,0.0,1.7,3.9,0.0,2.6,2.8,0.0,13.0,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Desocupado
182_1,Mujer,21,Día laborable,11.3,0.1,0.0,0.0,1.0,3.4,0.0,8.3,11.3,0.1,0.0,0.0,1.0,3.4,0.0,8.3,Día atípico,14-24,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado
183_1,Mujer,21,Día no laborable,0.0,8.1,0.0,0.0,9.0,3.0,0.0,8.4,0.0,6.5,0.0,0.0,6.8,3.0,0.0,7.8,Día atípico,14-24,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo
183_2,Mujer,24,Día laborable,4.9,3.8,0.0,0.0,4.0,0.5,0.0,11.9,4.4,3.8,0.0,0.0,4.0,0.5,0.0,11.4,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
184_1,Varon,21,Día laborable,9.5,0.2,0.0,0.0,2.5,0.5,0.0,12.5,9.5,0.2,0.0,0.0,1.9,0.5,0.0,11.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
185_1,Mujer,21,Día no laborable,0.0,5.6,0.0,0.0,4.3,4.5,4.0,10.9,0.0,4.6,0.0,0.0,2.1,4.5,2.0,10.8,Día atípico,14-24,Secundario incompleto,Conyugue o pareja,Otro,5to quintil,Desocupado
185_2,Varon,38,Día laborable,9.6,0.9,0.0,0.0,1.9,3.2,3.1,10.1,8.2,0.5,0.0,0.0,1.0,3.2,1.7,9.6,Día atípico,25-39,Secundario incompleto,Conyugue o pareja,Otro,5to quintil,Ocupado
186_1,Mujer,21,Día no laborable,0.0,0.5,0.0,3.3,9.5,1.5,1.5,9.7,0.0,0.3,0.0,3.3,8.5,1.5,1.5,8.9,Día atípico,14-24,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo completo,5to quintil,Ocupado
187_1,Mujer,21,Día no laborable,0.0,3.8,0.0,0.0,2.7,2.5,13.6,10.1,0.0,1.9,0.0,0.0,1.2,2.5,9.5,8.9,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Inactivo
188_1,Varon,21,Día no laborable,0.0,0.0,0.0,0.0,0.5,12.3,0.0,11.7,0.0,0.0,0.0,0.0,0.3,12.3,0.0,11.4,Día atípico,14-24,Secundario incompleto,Hijo/a - Hijastro/a,Nuclear con nucleo incompleto,5to quintil,Inactivo
189_1,Varon,21,Día laborable,6.5,1.3,0.0,0.0,6.0,1.0,0.0,12.2,6.5,0.7,0.0,0.0,4.5,1.0,0.0,11.3,Día atípico,14-24,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado
190_1,Varon,21,Día laborable,12.0,0.8,0.0,0.0,3.0,0.0,0.0,10.3,12.0,0.8,0.0,0.0,2.0,0.0,0.0,9.3,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado
191_1,Mujer,21,Día laborable,5.7,0.0,0.0,0.0,7.3,0.0,0.0,11.8,5.7,0.0,0.0,0.0,6.9,0.0,0.0,11.4,Día atípico,14-24,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado
192_1,Mujer,21,Día laborable,4.3,0.0,6.3,0.0,8.6,0.0,0.0,13.4,4.3,0.0,3.0,0.0,4.6,0.0,0.0,12.1,Día atípico,14-24,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado
